"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014792","2003-09-28","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  127",",,W,",,,,,"  222",",,W","  122",",,W","   30",",,W"," 0111",",,W"," 0110",",,W",,,"  172",",,W","    0",",,W","  200",",,W","  200",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-09-29","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  189",",,W","   94",",,W","   34",",,W"," 1414",",,W"," 1433",",,W",,,"  144",",,W","    0",",,W","  260",",,W","  250",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-09-30","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  172",",,W","   78",",,W","   24",",,W"," 1426",",,W"," 1425",",,W",,,"  128",",,W","    0",",,W","  260",",,W","  260",",,W","   63",",,W","   80",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-01","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  150",",,W","   67",",,W","   14",",,W"," 1109",",,W"," 0811",",,W",,,"  111",",,W","    0",",,W","  300",",,W","  350",",,W","   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-02","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  133",",,W","   44",",,W","   34",",,W"," 1416",",,W"," 1327",",,W",,,"   89",",,W","    0",",,W","  290",",,W","  270",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-03","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  139",",,W","   11",",,W","   31",",,W"," 1616",",,W"," 1550",",,W",,,"   78",",,W","    0",",,W","  210",",,W","  210",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-04","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   18",",,W,",,,,,"  156",",,W","   50",",,W","   26",",,W"," 1617",",,W"," 1615",",,W",,,"  106",",,W","    0",",,W","  320",",,W","  300",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-05","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  150",",,W","   33",",,W","   22",",,W"," 1341",",,W"," 1006",",,W",,,"   94",",,W","    0",",,W","  300",",,W","  280",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-06","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  156",",,W","   22",",,W","   17",",,W"," 1426",",,W"," 1143",",,W",,,"   89",",,W","    0",",,W","  250",",,W","  300",",,W","   54",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-07","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  183",",,W","   17",",,W","   14",",,W"," 1412",",,W"," 1411",",,W",,,"  100",",,W","    0",",,W","  220",",,W","  210",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-08","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  222",",,W","   72",",,W","   11",",,W"," 1406",",,W"," 1541",",,W",,,"  150",",,W","    0",",,W","  220",",,W","  220",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-09","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,Z,",,,,,"  261",",,W","   94",",,W","   10",",,W"," 1230",",,W"," 1912",",,W",,,"  178",",,W","    0",",,W","  130",",,W","   80",",,W","   31",",,W","   36",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-10","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  189",",,W","  133",",,W","   37",",,W"," 1615",",,W"," 1546",",,W",,,"  161",",,W","    0",",,W","   30",",,W","   30",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-11","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  233",",,W","  122",",,W","   46",",,W"," 1427",",,W"," 1218",",,W",,,"  178",",,W","    0",",,W","   50",",,W","   40",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-12","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  239",",,W","  150",",,W","   37",",,W"," 0942",",,W"," 0941",",,W",,,"  194",",,W","    0",",,W","  350",",,W","  350",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-13","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  217",",,W","   94",",,W","   26",",,W"," 0115",",,W"," 1742",",,W",,,"  156",",,W","    0",",,W","  340",",,W","  350",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-14","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  323",",,W,",,,,,"  211",",,W","   78",",,W","   38",",,W"," 2314",",,W"," 2314",",,W",,,"  144",",,W","    0",",,W","  130",",,W","  130",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-15","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   13",",,W,",,,,,"  167",",,W","   89",",,W","   66",",,W"," 1252",",,W"," 1156",",,W",,,"  128",",,W","    0",",,W","  250",",,W","  270",",,W","  125",",,W","  179",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-16","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   20",",,W,",,,,,"  189",",,W","   50",",,W","   38",",,W"," 1411",",,W"," 1411",",,W",,,"  122",",,W","    0",",,W","  260",",,W","  260",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-17","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   94",",,W,",,,,,"  122",",,W","   72",",,W","   16",",,W"," 2220",",,W"," 2219",",,W",,,"  100",",,W","    0",",,W","  360",",,W","  360",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-18","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    3",",,W,",,,,,"  139",",,W","   44",",,W","   21",",,W"," 1537",",,W"," 1124",",,W",,,"   94",",,W","    0",",,W","  270",",,W","  360",",,W","   58",",,W","   80",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-19","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  172",",,W","   39",",,W","   31",",,W"," 1452",",,W"," 1539",",,W",,,"  106",",,W","    0",",,W","  340",",,W","  320",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-20","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  156",",,W","   17",",,W","   25",",,W"," 1310",",,W"," 1309",",,W",,,"   89",",,W","    0",",,W","  240",",,W","  230",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-21","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,Z,",,,,,"  211",",,W","   94",",,W","   41",",,W"," 0804",",,W"," 0815",",,W",,,"  156",",,W","    0",",,W","  210",",,W","  200",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-22","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   20",",,Z,",,,,,"  139",",,W","   39",",,W","   33",",,W"," 1738",",,W"," 1737",",,W",,,"   89",",,W","    0",",,W","  320",",,W","  340",",,W","   80",",,W","  107",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-23","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"   67",",,W","    6",",,W","   40",",,W"," 1050",",,W"," 1049",",,W",,,"   39",",,W","    0",",,W","  290",",,W","  290",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-24","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  117",",,W","    0",",,W","   26",",,W"," 1447",",,W"," 1446",",,W",,,"   61",",,W","    0",",,W","  300",",,W","  300",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-25","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  161",",,W","   -6",",,W","   25",",,W"," 1144",",,W"," 1143",",,W",,,"   78",",,W","    0",",,W","  200",",,W","  210",",,W","   80",",,W","  103",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-26","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   36",",,W,",,,,,"  200",",,W","  133",",,W","   38",",,W"," 1225",",,W"," 1110",",,W",,,"  167",",,W","    0",",,W","  200",",,W","  190",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-27","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  470",",,W,",,,,,"  178",",,W","   83",",,W","   38",",,W"," 1534",",,W"," 1532",",,W",,,"  133",",,W","    0",",,W","  320",",,W","  300",",,W","  130",",,W","  197",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-28","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   97",",,W,",,,,,"  139",",,W","   33",",,W","   18",",,W"," 2350",",,W"," 2349",",,W",,,"   89",",,W",,,"  360",",,W","  360",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-29","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  343",",,W,",,,,,"  133",",,W","   83",",,W","   36",",,W"," 0537",",,W"," 0703",",,W",,,"  111",",,W",,,"  330",",,W","  350",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-30","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  161",",,W","   22",",,W","   17",",,W"," 1111",",,W"," 1111",",,W",,,"   94",",,W","    0",",,W","  290",",,W","  290",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-10-31","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  211",",,W","   39",",,W","   18",",,W"," 1416",",,W"," 1422",",,W",,,"  128",",,W","    0",",,W","  190",",,W","  180",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-01","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  250",",,W","   83",",,W","   15",",,W"," 1413",",,W"," 1406",",,W",,,"  167",",,W","    0",",,W","  280",",,W","  270",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-02","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  217",",,W","  111",",,W","   16",",,W"," 2215",",,W"," 1524",",,W",,,"  167",",,W","    0",",,W","  170",",,W","  220",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-03","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  267",",,W","  117",",,W","   17",",,W"," 1547",",,W"," 1547",",,W",,,"  194",",,W","    0",",,W","  200",",,W","  210",",,W","   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-04","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,Z,",,,,,"  172",",,W","  128",",,W","   37",",,W"," 1809",",,W"," 1443",",,W",,,"  150",",,W","    0",",,W","   80",",,W","   60",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-05","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  323",",,Z,",,,,,"  156",",,W","  128",",,W","   25",",,W"," 0035",",,W"," 0441",",,W",,,"  144",",,W","    0",",,W","   70",",,W","   60",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-06","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   89",",,Z,",,,,,"  156",",,W","  106",",,W","   21",",,W"," 1804",",,W"," 2109",",,W",,,"  133",",,W","    0",",,W","   80",",,W","  360",",,W","   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-07","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,Z,",,,,,"  139",",,W","   89",",,W","   29",",,W"," 1259",",,W"," 1259",",,W",,,"  117",",,W",,,"  280",",,W","  290",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-08","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   94",",,W","  -11",",,W","   43",",,W"," 1328",",,W"," 1242",",,W",,,"   44",",,W",,,"  340",",,W","  350",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-09","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   61",",,W","  -44",",,W","   19",",,W"," 1330",",,W"," 1330",",,W",,,"   11",",,W",,,"  270",",,W","  270",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-10","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   83",",,W","  -50",",,W","   10",",,W"," 1323",",,W"," 1322",",,W",,,"   17",",,W",,,"  260",",,W","  260",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-11","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  117",",,W","  -28",",,W","   13",",,W"," 1316",",,W"," 1123",",,W",,,"   44",",,W",,,"  180",",,W","  180",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-12","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   99",",,W,",,,,,"  133",",,W","   89",",,W","   15",",,W"," 2121",",,W"," 0928",",,W",,,"  111",",,W",,,"  160",",,W","  170",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-13","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  156",",,W","   39",",,W","   93",",,W"," 1413",",,W"," 2340",",,W",,,"  100",",,W","    0",",,W","  280",",,W","  270",",,W","  165",",,W","  215",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-14","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   78",",,W","   17",",,W","   69",",,W"," 0115",",,W"," 0836",",,W",,,"   50",",,W","    0",",,W","  290",",,W","  290",",,W","  139",",,W","  174",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-15","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  106",",,W","    0",",,W","   31",",,W"," 1402",",,W"," 1259",",,W",,,"   56",",,W","    0",",,W","  300",",,W","  300",",,W","   80",",,W","  107",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-16","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  122",",,W","   -6",",,W","   10",",,W"," 1819",",,W"," 1819",",,W",,,"   61",",,W","    0",",,W","   20",",,W","   20",",,W","   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-17","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   13",",,W,",,,,,"  133",",,W","   56",",,W","   16",",,W"," 2004",",,W"," 1531",",,W",,,"   94",",,W","    0",",,W","   50",",,W","  350",",,W","   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-18","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  133",",,W","   56",",,W","   30",",,W"," 2133",",,W"," 2151",",,W",,,"   94",",,W","    0",",,W","  120",",,W","  130",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-19","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  526",",,W,",,,,,"  194",",,W","  128",",,W","   53",",,W"," 1640",",,W"," 1601",",,W",,,"  161",",,W",,,"  170",",,W","  150",",,W","  134",",,W","  201",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-20","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  124",",,W,",,,,,"  144",",,W","   61",",,W","   54",",,W"," 1231",",,W"," 1054",",,W",,,"  106",",,W",,,"  320",",,W","  310",",,W","  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-21","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  178",",,W","   50",",,W","   27",",,W"," 1336",",,W"," 0022",",,W",,,"  117",",,W",,,"  290",",,W","  290",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-22","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  167",",,W","   56",",,W","   10",",,W"," 1006",",,W"," 1005",",,W",,,"  111",",,W",,,"   40",",,W","   50",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-23","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  150",",,W","   22",",,W","   15",",,W"," 1802",",,W"," 1817",",,W",,,"   89",",,W",,,"  130",",,W","  130",",,W","   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-24","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   41",",,W,",,,,,"  172",",,W","   22",",,W","   35",",,W"," 2108",",,W"," 2107",",,W",,,"  100",",,W",,,"  300",",,W","  280",",,W","  134",",,W","  161",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-25","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"   67",",,W","   -6",",,W","   32",",,W"," 1117",",,W"," 0058",",,W",,,"   33",",,W",,,"  300",",,W","  310",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-26","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   78",",,W","  -22",",,W","    9",",,W"," 1140",",,W"," 1139",",,W",,,"   28",",,W",,,"  210",",,W","  210",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-27","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  122",",,W","    6",",,W","   15",",,W"," 1919",",,W"," 1901",",,W",,,"   67",",,W",,,"  170",",,W","  170",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-28","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  254",",,W,",,,,,"  178",",,W","   56",",,W","   42",",,W"," 2347",",,W"," 2349",",,W",,,"  117",",,W",,,"  260",",,W","  260",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-29","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   72",",,W","   11",",,W","   72",",,W"," 1200",",,W"," 1544",",,W",,,"   44",",,W",,,"  250",",,W","  240",",,W","  130",",,W","  174",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-11-30","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"  100",",,W","   22",",,W","   43",",,W"," 1445",",,W"," 1128",",,W",,,"   61",",,W","    0",",,W","  260",",,W","  230",",,W","   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-01","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"  117",",,W","   -6",",,W","   46",",,W"," 1213",",,W"," 1223",",,W",,,"   56",",,W","    0",",,W","  290",",,W","  290",",,W","  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-02","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    3",",,W,",,,,,"   33",",,W","  -56",",,W","   56",",,W"," 1258",",,W"," 1257",",,W",,,"  -11",",,W",,,"  340",",,W","  350",",,W","  116",",,W","  148",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-03","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   11",",,W","  -72",",,W","   29",",,W"," 1318",",,W"," 1317",",,W",,,"  -28",",,W",,,"  320",",,W","  330",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-04","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   28",",,W","  -72",",,W","   15",",,W"," 1258",",,W"," 1257",",,W",,,"  -22",",,W",,,"  250",",,W","  250",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-05","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  109",",,Z,",,,,,"    6",",,W","  -33",",,W","   53",",,W"," 1832",",,W"," 1946",",,W",,,"  -11",",,W",,,"   40",",,W","   30",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-06","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   66",",,Z,",,,,,"  -17",",,W","  -44",",,W","   64",",,W"," 1210",",,W"," 1151",",,W",,,"  -28",",,W",,,"  350",",,W","  360",",,W","   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-07","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,Z,",,,,,"  -11",",,Z","  -56",",,Z","   61",",,B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-08","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,Z,",,,,,"   17",",,W","  -83",",,W","   24",",,W"," 1115",",,W"," 1349",",,W",,,"  -33",",,W",,,"  310",",,W","  350",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-09","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   28",",,W","  -56",",,W","   12",",,W"," 0540",",,W"," 1020",",,W",,,"  -11",",,W","    0",",,W","  300",",,W","   40",",,W","   31",",,W","   31",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-10","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","   10",",,W,",,,,,"  111",",,W","   -6",",,W","   34",",,W"," 2346",",,W"," 2237",",,W",,,"   56",",,W","    0",",,W","  110",",,W","  110",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-11","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  437",",,W,",,,,,"  144",",,W","   39",",,W","   72",",,W"," 1710",",,W"," 1631",",,W",,,"   94",",,W","    0",",,W","  290",",,W","  300",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-12","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   56",",,W","  -11",",,W","   49",",,W"," 0254",",,W"," 0223",",,W",,,"   22",",,W","    0",",,W","  300",",,W","  270",",,W","   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-13","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   11",",,W","  -39",",,W","   27",",,W"," 1132",",,W"," 1145",",,W",,,"  -11",",,W","    0",",,W","  350",",,W","  360",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-14","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  292",",,W,",,,,,"   56",",,W","  -33",",,W","   60",",,W"," 1734",",,W"," 1523",",,W",,,"   11",",,W","    0",",,W","   70",",,W","   70",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-15","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0","T,,W,",,,,,"   44",",,W","  -17",",,W","   62",",,W"," 1249",",,W"," 1309",",,W",,,"   17",",,W","    0",",,W","  300",",,W","  290",",,W","  125",",,W","  156",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-16","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   72",",,W","  -22",",,W","   25",",,W"," 2330",",,W"," 2327",",,W",,,"   28",",,W","    0",",,W","  170",",,W","  160",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-17","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","  145",",,W,",,,,,"   89",",,W","   -6",",,W","   42",",,W"," 2205",",,W"," 2205",",,W",,,"   44",",,W","    0",",,W","  270",",,W","  250",",,W","   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,
"USW00014792","2003-12-18","40.27681","-74.81587","57.9","TRENTON MERCER AIRPORT, NJ US","    0",",,W,",,,,,"   17",",,W","  -17",",,W","   55",",,W"," 0243",",,W"," 0242",",,W",,,"    0",",,W","    0",",,W","  270",",,W","  270",",,W","  116",",,W","  148",",,W",,,,,,,,,,,,,,,,,,
